Date,Time,Timezone,Retailer,lastUserSessionId,store,Retailer StoreID,country,lastActiveUser,app version,Q1: How satisfied are you with the NewStore Associate App?,Q2: Can you tell us why?,Q2. Other (please specify) explain,Q3: How often do these issues occur?,"Q4: How would you rate the recent app's performance (e.g., speed, reliability)?",Q5: Where should we focus on improving the app?,Q5. Others (please specify) explain,"Q6: Any other thoughts, feedback, or ideas you have for us?"
2024-10-25,12:13:11,UTC,clarks,LWW_4ial5ALpnXLBsUOpS,3257,clarks_3257,,4c803919f0935ca9b656f2178fa8b957,1.56.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The app is slow to open after I log in.` ,`Other (please specify)`",Cant see the person who ordered on the runner list completed.,Consistently (daily),😭 Very poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation`",,"Use the AI version of the previous till, website and Store IQ Samsung combined."
2024-10-25,12:25:15,UTC,clarks,pZbieh950X-UB38oSP6gg,1882,clarks_1882,,297f5b910ffb570782379cc079bc4635,1.56.0 ,😭 Very Unsatisfied,`Other (please specify)`,It doesnt let me have the free delivery option to the store its so annoying,Consistently (daily),😍 Excellent,`Payment`,,
2024-10-25,12:40:21,UTC,vince,jG-3ocHZIIXV7IUQFEC2a,5927-SAWGRASSMILLS,vince_5927-SAWGRASSMILLS,,bad68eb6bf265ac5bb2ab885a798b70b,1.56.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`The login process interrupts my work`",,Consistently (daily),🙂 Good,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Ease of Navigation`",,
2024-10-25,13:26:53,UTC,boardriders,sSBR4RUydt8hgDT8KNOc7,1022312,boardriders_1022312,,1059a106c1f85282b3e2efd1e7c581be,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,,,
2024-10-25,13:42:19,UTC,footasylum,3EDI1K31bPuxHQ5FWkMja,S0030,footasylum_S0030,,5723994e1f045b80bb5b3be8d5617d84,1.56.0 ,😐 Neutral,`Other (please specify)`,,Rarely (Once a week or less),🙂 Good,`Others (please specify)`,,
2024-10-25,13:59:22,UTC,vbretail,ZrpZN3TtsJzH1EXLcfZRO,311020,vbretail_311020,,4b0da01b8a69548582c74735ec7cdff7,1.56.0 ,🙂 Satisfied,,,,😍 Excellent,`Customer Capture`,,Glad we have a notes section but so far we haven’t received the green light to use it at Suburban Square.
2024-10-25,14:35:37,UTC,rapha,e0-2a21Pmyt69szGLBE6b,CC-BER,rapha_CC-BER,,fb7f2d1cea195107adf80016cf9724e9,1.53.0 ,😭 Very Unsatisfied,,,,,,,
2024-10-25,16:03:31,UTC,sweatybetty,-VBw_cKDdnpeYnDqlz1XF,103,sweatybetty_103,,c1eab6c44c7e5283a4df95d2cd2b6704,1.56.0 ,🙂 Satisfied,,,,🙂 Good,"`Logging in` ,`Searching`",,
2024-10-25,16:11:14,UTC,lego,yoz2ZQZ-HUwD0AfCEA23f,894,lego_894,,9a8e04f2a9f15e019a6890510a8b948e,1.54.0 ,🙂 Satisfied,,,,😐 OK,`Speed and Performance`,,
2024-10-25,16:28:48,UTC,whitestuff,d8U4YfoGo3PXbta5cXWOw,147,whitestuff_147,,180689d0c24550bb9989b3867d459a9c,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,
2024-10-25,16:29:35,UTC,clarks,SvKv1FhJ8Cml-VnULSMqy,A848,clarks_A848,,9639fcd1e26950829efa5b58f93dc458,1.56.0 ,🙂 Satisfied,,,,🙂 Good,,,
2024-10-25,16:44:07,UTC,clarks,OagjSo3Xhrp9S9XZ2-1EX,1784,clarks_1784,,e5bb189cd0ce5f54a8def065cacd4081,1.56.0 ,😐 Neutral,`The app is slow to open after I log in.`,,Rarely (Once a week or less),😐 OK,,,
2024-10-25,16:59:54,UTC,cosbar,Igo7O2u5Q5qjgHwF3fRAD,26,cosbar_26,,1b077110d47d5e7fb4cc35aa80359806,1.56.0 ,🙂 Satisfied,,,,🙂 Good,`Others (please specify)`,Voice activation for all Functions so the app  is all inclusive and ADA accessible,"From a store level aspect, we do all the receiving. For a warehouse receiving the PO number will suffice but at a store level where sales people are doing the receiving it’s inefficient for us. Being able to scroll the POs with the vendor name would be a major benefit."
2024-10-25,17:42:13,UTC,footasylum,5mMU4MelYCONP0GtFH5z7,S0074,footasylum_S0074,,b31db411148853cca9849c6565daafc3,1.56.0 ,😍 Very satisfied,,,,,,,
2024-10-25,18:19:21,UTC,untuckit,gvW3AcG19Z87v9Ng-HznN,45e8cc89-a804-4e64-b24c-48763c134c80,untuckit_45e8cc89-a804-4e64-b24c-48763c134c80,,c2a5783769075125b3db1ca37a64540c,1.56.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),😐 OK,"`Speed and Performance` ,`Searching` ,`Customer Capture`",,
2024-10-25,18:36:36,UTC,fossilgroup,uGK0c4OYvTZzDsfDCrD9M,7507,fossilgroup_7507,,1a8d3bde3ab558be870b33f045089c5c,1.56.0 ,😐 Neutral,`Other (please specify)`,Sometimes the app buffers when I’m trying to complete checkouts,Frequently (more than 3 times per week),🙂 Good,"`Speed and Performance` ,`Scanning` ,`Searching`",,
2024-10-25,19:52:42,UTC,clarks,Zq8bVJrGnJbv4ZjXSCGE1,A889,clarks_A889,,47f1c9cc46fa5a929a8278f1aa7bd22d,1.56.0 ,🙂 Satisfied,,,,🙂 Good,"`Logging in` ,`Customer Capture` ,`Ease of Navigation`",,We are unable to search for customer accounts by phone number even when they have a phone number associated with their account. 
2024-10-25,20:55:24,UTC,clarks,feoy0cDSO6SGS4FxEjLt_,A794,clarks_A794,,459bc57141275ead9a2693ce10e44039,1.56.0 ,😐 Neutral,`The login process interrupts my work`,,Consistently (daily),😐 OK,"`Logging in` ,`Customer Capture`",,
2024-10-25,23:04:19,UTC,untuckit,sjlsbkwCCLqYkx5Kzi9ue,12d6e501-fe5b-4ec8-8cc6-eeff2291888d,untuckit_12d6e501-fe5b-4ec8-8cc6-eeff2291888d,,1b13f11ac53d4c60a9ba5324c1eaaac6,1.56.0 ,😐 Neutral,`It’s hard to find products.`,,Frequently (more than 3 times per week),🙂 Good,`Customer Capture`,,
2024-10-25,23:49:01,UTC,williams,_VDuzkIg4JS3uCR2IEtGh,KAR,williams_KAR,,7203e1234f86584b801ff48f137cdeee,1.55.0 ,😍 Very satisfied,,,,,,,
2024-10-26,0:01:36,UTC,lego,K-o7UN-7aqhLZGrHWhsPz,720,lego_720,,28725b9b693a59438d7a86c09013b2ec,1.54.0 ,😭 Very Unsatisfied,`The login process interrupts my work`,,Consistently (daily),😭 Very poor,,,
2024-10-26,7:46:29,UTC,lego,vRgPzk9DSbFeno3ZsLnOR,898,lego_898,,3727d78f8cf958ef82aae65f9f615080,1.56.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Searching` ,`Customer Capture`",,
2024-10-26,8:31:56,UTC,clarks,b0I2_geYAp2qcwZrhOX2T,3193,clarks_3193,,afedadfcf7fc5880a6806b69b7d63de1,1.56.0 ,😭 Very Unsatisfied,,,,,,,
2024-10-26,8:48:36,UTC,clarks,z3yZLf7u6kzoAE-5YdFb3,5455,clarks_5455,,a2270487b18552ed82494566f36465bd,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,,,
2024-10-26,8:53:42,UTC,whitestuff,lcXv-pNjH6vjMl7ZCGkeu,77,whitestuff_77,,3a088f95f33c5291bcf36bd02128aa66,1.56.0 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Customer Capture`",,
2024-10-26,8:56:02,UTC,whitestuff,tKx1Wq_918dYJB4ofaLMN,53,whitestuff_53,,5ced265564475d3ab4272cee2fbc99b7,1.56.0 ,🙂 Satisfied,,,,🙂 Good,"`Customer Capture` ,`Others (please specify)`",Logs me out too quickly whilst in the middle of a customer transaction,"Just capturing a customer by email, leaves those customers who don’t want to share emails un- taggable. Also, without the ability to tag via postcode those customers who receive the WS magazine through the post can’t be accessed via POS. . "
2024-10-26,9:27:16,UTC,footasylum,nfPG05WDBOFTYk7kEBlwm,S0015,footasylum_S0015,,0ac117cff346535bb5873ad4a45b93a5,1.56.0 ,🙂 Satisfied,,,,😐 OK,`Speed and Performance`,,
2024-10-26,9:38:10,UTC,clarks,e3DvPSvUVssuJZnY8LXr-,6298,clarks_6298,,8ec943265ec25823a43338946e360078,1.56.0 ,🙂 Satisfied,,,,🙂 Good,`Searching`,,
2024-10-26,10:31:33,UTC,footasylum,Q3CddK798afwLGTQXzumW,S0015,footasylum_S0015,,0ac117cff346535bb5873ad4a45b93a5,1.56.0 ,😭 Very Unsatisfied,`Too many steps to complete a task.`,,Consistently (daily),😭 Very poor,`Speed and Performance`,,
2024-10-26,12:32:56,UTC,clarks,01t73EKqD0pCPSRoRyqkz,3257,clarks_3257,,a3c5f4f8246454a9b54d78642f83a9b8,1.56.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.`",,Consistently (daily),😭 Very poor,"`Speed and Performance` ,`Logging in` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,Too many windows to open.  
2024-10-26,12:33:34,UTC,whitestuff,qHqNDxiXofifpo3eJsb6F,77,whitestuff_77,,8eef98c6a5655334b2dcfbbafd059ed4,1.56.0 ,😍 Very satisfied,,,,🙂 Good,`Others (please specify)`,Print multiple gift receipts for customers who buy 2/3 items. ,Multiple gift receipts 
2024-10-26,13:19:02,UTC,footasylum,FeG0KJot-FRD94dFeEMiB,S0078,footasylum_S0078,,7b477f2156f25eda81b97a90076bbef4,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,"`Logging in` ,`Searching`",,
2024-10-26,13:28:20,UTC,allsaints,F1EPGGOvNoSc4ZHEf2nsS,UK-42,allsaints_UK-42,,03e78dd7644c5bd58f95a6718a851d2c,1.53.1 ,😐 Neutral,,,,,,,
2024-10-26,13:55:27,UTC,whitestuff,tydKxCHvsYbzML7eNqZDg,56,whitestuff_56,,5c4a10fae8b35987bcd48477630073fc,1.56.0 ,😍 Very satisfied,,,,,,,
2024-10-26,14:34:04,UTC,clarks,pJ8e1fAq3FmnGohSaPtVf,1903,clarks_1903,,b6a967b6dd315dfd8a43addc4d75b1dc,1.52.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),😭 Very poor,"`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,
2024-10-26,14:59:23,UTC,lego,Dk3qgTFBo5pwtXmqFa0TU,702,lego_702,,2cb797692ae65a0db926fcfaacebf473,1.55.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.`",,Occasionally (2-3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Payment`",,
2024-10-26,15:02:00,UTC,lego,EkCjdx2_TJp7xWY2cMnZU,714,lego_714,,100566688b84575b9982bd41d34db1c5,1.56.0 ,😐 Neutral,`Other (please specify)`,Slow to connect to printer and would be nice if rewards showed up in system ,Frequently (more than 3 times per week),😐 OK,`Customer Capture`,,
2024-10-26,15:34:24,UTC,clarks,JGkS97XAAXEI6ns73rZPC,A728,clarks_A728,,d438cf413aaa5ee89a98211d158f53c3,1.56.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Logging in` ,`Searching` ,`Customer Capture` ,`Others (please specify)`",Update,
2024-10-26,15:41:47,UTC,lego,HG5IkiZIdG8P9fnM11A-P,758,lego_758,,72df3ef8f0315d1c9f872ed575aeb674,1.55.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work`",,Consistently (daily),☹️ Poor,"`Speed and Performance` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Payment`",,Make the printing buttons half the size so that more fit on one page without need to scrolling down to choose the printer and add a last used button (like for the terminals) would save us a lot of time
2024-10-26,16:01:41,UTC,lego,6RnYdXtI76cXZxbnbUZgG,875,lego_875,,1cb6840e3dec588e8e81442f945235a8,1.56.0 ,😐 Neutral,,,,,,,
2024-10-26,18:00:26,UTC,lego,mkbgF50jz6e1WSEsfJMKX,816,lego_816,,a286476018605e7b9d76225d87f78b2b,1.55.0 ,🙂 Satisfied,,,,,,,
2024-10-26,18:01:01,UTC,windsor,1MOS3WIL6Fm-Xu5Hp83me,131,windsor_131,,024b272bf5f45bc6a968d8ecab5808e6,1.55.0 ,😍 Very satisfied,,,,😍 Excellent,`Others (please specify)`,None,
2024-10-26,18:09:39,UTC,footasylum,OB6sQhqDzTvSvKHurLeoW,S0007,footasylum_S0007,,24bd82e4bda85d889e8b0638e9991e42,1.56.0 ,😭 Very Unsatisfied,`Other (please specify)`,"Horrible app. It’s too complicated. The App logo is horrendous. Whenever I use this disgusting app, I always feel sad. Patten up!",Consistently (daily),☹️ Poor,`Others (please specify)`,Everything ,Delete this app
2024-10-26,20:04:33,UTC,vince,BOsKn5h_Hl58xOCA6KwOA,5948-FASHIONOUTLET,vince_5948-FASHIONOUTLET,,5c741097fcfb534388f2c748ad3f2a14,1.56.0 ,😐 Neutral,,,,,,,
2024-10-26,21:07:56,UTC,clarks,tdFY4RYH9JnkExgFljqA2,A501,clarks_A501,,18456c8718df5b119c84502e6957ff2c,1.56.0 ,🙂 Satisfied,,,,,,,
2024-10-26,21:32:03,UTC,lego,U33WUgdNdWxq366hRzu4f,112,lego_112,,42b975d10ff551c3909c9721b0d45a82,1.54.0 ,😍 Very satisfied,,,,😍 Excellent,`Customer Capture`,,No
2024-10-26,22:32:52,UTC,windsor,,,windsor_,,,1.55.0 ,😍 Very satisfied,,,,🙂 Good,`Logging in`,,
2024-10-27,0:22:39,UTC,lego,SLiMba90yzNWoxfZm0ghP,729,lego_729,,b02e58bf3c0a514fa71dc77074f8cd26,1.54.0 ,🙁 Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`Other (please specify)`",Till is not scanning when ready to pay ,Frequently (more than 3 times per week),😐 OK,"`Logging in` ,`Scanning` ,`Payment`",,
2024-10-27,2:37:30,UTC,mnt,XnLa0aV014Sa7_x8oZXrT,FBG,mnt_FBG,,895736ecaa8f581d80d6d6501d2fc925,1.55.0 ,😍 Very satisfied,,,,,,,
2024-10-27,4:02:18,UTC,rmwilliams,iXZmQR0570flQdlr7nw_m,405,rmwilliams_405,,38c1f1120a2e59239c4fdbe4a3b78ed7,1.53.1 ,😍 Very satisfied,,,,😍 Excellent,`Payment`,,
2024-10-27,10:45:01,UTC,clarks,F-vW3zKS-G0Gogyz4m1av,2316,clarks_2316,,8b54934c3e8d5bafafa94cfaa64db5db,1.56.0 ,😭 Very Unsatisfied,`Too many steps to complete a task.`,,Occasionally (2-3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture`",,
2024-10-27,10:47:33,UTC,clarks,nG-VXGGrU7MZelef_VWBA,5115,clarks_5115,,761e1cac8efe5389b7cfbfe71b6a9a59,1.56.0 ,🙁 Unsatisfied,`The login process interrupts my work`,,Consistently (daily),☹️ Poor,"`Logging in` ,`Ease of Navigation` ,`Payment`",,"The old system was much better, just do that but updated "
2024-10-27,11:26:27,UTC,clarks,K7ar3cf7WD-1hFSI3QwDp,5503,clarks_5503,,e5d1773ee01555dca2912e3c8cbec44c,1.56.0 ,😭 Very Unsatisfied,,,,,,,
2024-10-27,11:30:08,UTC,footasylum,8NzVA6cBkHWy_UJiTGq2X,S0090,footasylum_S0090,,4c78a56f7dfd58f89048026eb6361653,1.56.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),☹️ Poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,
2024-10-27,11:50:57,UTC,footasylum,NAYg-hc66ul2mZBUFdSvf,S0047,footasylum_S0047,,f2542be53d255a47bae38c5f8761ee93,1.56.0 ,🙂 Satisfied,,,,🙂 Good,"`Logging in` ,`Ease of Navigation` ,`Payment`",,"Make the Footasylum app rewards to be easier to transfer across, with the £10 off and things like that, "
2024-10-27,12:18:35,UTC,whitestuff,uE1unue3bwx_k0hghTZdb,103,whitestuff_103,,8fda272f4e44562bb2b3d2ca9ae3f2c9,1.56.0 ,😭 Very Unsatisfied,`Other (please specify)`,The inventory from other stores has dissapeared,Consistently (daily),,,,
2024-10-27,12:55:37,UTC,whitestuff,Cyt6jRhnWOzCklkOtxJ13,125,whitestuff_125,,c4a9c86a5a7e533792938529c836dd75,1.56.0 ,😐 Neutral,"`The login process interrupts my work` ,`Other (please specify)`",WiFi issues,Consistently (daily),🙂 Good,`Logging in`,,
2024-10-27,13:01:49,UTC,clarks,s2DpPS89d7nVwFexk8htG,46,clarks_46,,57270cb4215b5319bcee434b0fcf8a9a,1.56.0 ,🙂 Satisfied,,,,😭 Very poor,,,
2024-10-27,13:14:37,UTC,footasylum,lUT_tuIHm55nqxndY7cFR,S0047,footasylum_S0047,,b15bf459ad13515a8aa99dc13de3cf01,1.56.0 ,🙁 Unsatisfied,`The app is slow to open after I log in.`,,,,,,
2024-10-27,13:24:42,UTC,clarks,wcv6j9BB2yG3BtIOe7IMK,2342,clarks_2342,,4c583a62d1d258b1acf6f28ecb52d368,1.56.0 ,🙂 Satisfied,,,,,,,
2024-10-27,13:36:23,UTC,footasylum,Xvbs4qFnVWiyxLgmbvf0h,S0046,footasylum_S0046,,53a9de85e1aa52958cea7d4c6eb74687,1.56.0 ,🙂 Satisfied,,,,,,,
2024-10-27,13:54:18,UTC,clarks,MqJEBT12fOZQN_Ea_TXSF,5585,clarks_5585,,b06e66d1677056338c15210c7827878d,1.56.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The app is slow to open after I log in.`",,Occasionally (2-3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,
2024-10-27,14:42:51,UTC,clarks,ZIf8thvNNmj6n9p1npMk2,5044,clarks_5044,,0f21d6ddb60055969b97fe2221a57803,1.56.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Searching`",,
2024-10-27,15:27:56,UTC,footasylum,ft7CaCRcPZpvt8D1m8NGK,S0021,footasylum_S0021,,546cb0e7ff6e50899557b3775a2d376f,1.56.0 ,😭 Very Unsatisfied,`It’s hard to find products.`,,Consistently (daily),😭 Very poor,`Speed and Performance`,,
2024-10-27,15:31:44,UTC,clarks,JAx2X1CobHgmCvr-LitMy,36,clarks_36,,c038e29381b054848ad02bea4c6d67e7,1.56.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)`",,Frequently (more than 3 times per week),☹️ Poor,"`Speed and Performance` ,`Logging in` ,`Payment`",,
2024-10-27,15:37:09,UTC,lego,kJfR0kUuKVU9c66dWx9id,785,lego_785,,71809c65233253c498e09fe7c665ce89,1.55.0 ,🙂 Satisfied,,,,🙂 Good,`Logging in`,,
2024-10-27,16:03:12,UTC,clarks,q7EuVdKlc2Le1jlrVSsNQ,5455,clarks_5455,,797d72cd24ea5e0783107dab0b8f66a0,1.56.0 ,😐 Neutral,"`Too many steps to complete a task.` ,`Other (please specify)`",Cant search for other store have to scroll which is annoying ,Consistently (daily),😍 Excellent,,,
2024-10-27,16:16:31,UTC,clarks,k6JbFrbDrkITci42abmqm,5546,clarks_5546,,351a2ec1bf1451b4b2d8428b57f684e3,1.56.0 ,🙂 Satisfied,,,,😐 OK,`Speed and Performance`,,
2024-10-27,18:15:11,UTC,faherty,kj5IpkGZwmYgQNbNOCjto,WDC74,faherty_WDC74,,66eef718679e579bb89127ef606d34bd,1.54.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work`",,Frequently (more than 3 times per week),😐 OK,"`Speed and Performance` ,`Logging in`",,
2024-10-27,18:45:05,UTC,lego,RRfcHjP3qhDrPpOqEUNz1,827,lego_827,,59e20870f4ee5ee4af359f185dde4cff,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,`Speed and Performance`,,
2024-10-27,20:46:25,UTC,clarks,pPWDDfZIKblDQgf36R9Of,A135,clarks_A135,,0cc89b906d225465ad9e07416c69b071,1.56.0 ,🙂 Satisfied,,,,😐 OK,`Speed and Performance`,,
2024-10-27,21:02:59,UTC,lego,PA8yW8Kwy5VPpaEFutZ1X,840,lego_840,,0c1a4e21ba3b5c81a4913f8206bd1c9f,1.55.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Logging in`",,
2024-10-27,22:49:30,UTC,untuckit,YHi65yzo0Y0bbKwUj0zfN,3c0c7745-b8b8-4e32-b3c2-46a6e6f0f844,untuckit_3c0c7745-b8b8-4e32-b3c2-46a6e6f0f844,,b689a2e136ee55c3b2b6648933897f59,1.56.0 ,😐 Neutral,`Other (please specify)`,"I love NewStore and it’s so easy to use, but the MyFit system is so slow and buggy",Frequently (more than 3 times per week),😍 Excellent,`Others (please specify)`,MyFit should be integrated into the app,
2024-10-28,1:49:23,UTC,williams,hty8rgrPizP081Dm_X9Y7,KFG,williams_KFG,,ae18308d2c1b51cd9bb988204cdce8b1,1.55.0 ,😭 Very Unsatisfied,`Other (please specify)`,Zebra printer to many ussues,Frequently (more than 3 times per week),😭 Very poor,`Others (please specify)`,All areas,Time wasting
2024-10-28,9:54:43,UTC,clarks,vRVOg8dLIiKfzBUnghha0,6298,clarks_6298,,8de07afb94655da6a4f361dcf1ab0abc,1.56.0 ,🙂 Satisfied,,,,🙂 Good,`Searching`,,
2024-10-28,10:20:15,UTC,clarks,n6F_qhUOhql4RWGSzNtEY,5445,clarks_5445,,e4e0fee4e2b050cdbaeb340a09d1f5f8,1.56.0 ,😍 Very satisfied,,,,,,,
2024-10-28,11:39:55,UTC,lego,,,lego_,,,1.56.0 ,😭 Very Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),😐 OK,"`Ease of Navigation` ,`Payment`",,
2024-10-28,13:02:38,UTC,lego,AGaRD_Ahqkd5E7aUsT9db,104,lego_104,,f9839c91fedc587884f2a17dffcb8a91,1.56.0 ,🙂 Satisfied,,,,,"`Speed and Performance` ,`Logging in` ,`Searching`",,Automatic account search
2024-10-28,14:24:40,UTC,footasylum,4QgNAFe9nMORZkLsVS1gf,S0070,footasylum_S0070,,4d087d7cb2b65d129a8b8cb3055e558f,1.56.0 ,🙁 Unsatisfied,,,,,,,
2024-10-28,14:26:59,UTC,footasylum,4f9c0PXyalOytHjKFs7Eq,S0085,footasylum_S0085,,d01fb6544a195b149aac62843044cbb8,1.56.0 ,😭 Very Unsatisfied,`Slow response to actions (like adding items to a cart)`,,,,,,
2024-10-28,15:04:37,UTC,birkenstock,ie11ilpl-WXSfMajEwrBo,319002,birkenstock_319002,,21c16d9fea5b52df8aab23472d7b45d7,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,,,
2024-10-28,15:13:25,UTC,clarks,bCqiJetK5CQfhM1HJZyZO,2110,clarks_2110,,dfd7a34672c65f61aa12b2d03f12719b,1.52.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.`",,Rarely (Once a week or less),😐 OK,,,
2024-10-28,16:05:54,UTC,lego,7qtYyXmMEM5pqOmZyc14b,896,lego_896,,2eee07ef71575c04b8a064522511b0b3,1.45.1 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Logging in`",,Automatic print as the payment process is completed.
